,history,ys
1532_2016-04-30_23_1,22,17.983941646565782
1532_2016-04-30_23_2,25,24.62638705454121
1532_2016-04-30_23_3,24,24.219913040055793
1532_2016-04-30_23_4,33,20.65447375823084
1532_2016-04-30_23_5,30,24.589951688246348
1532_2016-04-30_23_6,10,5.340852351123743
1532_2016-05-01_0_1,25,28.022123036827995
1532_2016-05-01_0_2,24,27.0911419532355
1532_2016-05-01_0_3,33,23.082211225125246
1532_2016-05-01_0_4,30,26.642699618273195
1532_2016-05-01_0_5,10,7.076531814694332
1532_2016-05-01_0_6,10,3.186767447692931
1532_2016-05-01_1_1,24,24.535817544097096
1532_2016-05-01_1_2,33,20.921583495424326
1532_2016-05-01_1_3,30,24.815803522553352
1532_2016-05-01_1_4,10,5.531818998748758
1532_2016-05-01_1_5,10,1.8806517417494535
1532_2016-05-01_1_6,4,3.5032572488172393
1532_2016-05-01_2_1,33,20.46852859574261
1532_2016-05-01_2_2,30,24.432727708058536
1532_2016-05-01_2_3,10,5.207913265130244
1532_2016-05-01_2_4,10,1.6067766488796407
1532_2016-05-01_2_5,4,3.271685039037247
1532_2016-05-01_2_6,11,4.006575567374055
1532_2016-05-01_3_1,30,35.02858180516006
1532_2016-05-01_3_2,10,14.16712646725432
1532_2016-05-01_3_3,10,9.182145322847258
1532_2016-05-01_3_4,4,9.676958499091153
1532_2016-05-01_3_5,11,9.422487302344793
1532_2016-05-01_3_6,11,9.023983276996582
1532_2016-05-01_4_1,10,9.915261909297179
1532_2016-05-01_4_2,10,5.587025879695109
1532_2016-05-01_4_3,4,6.637142993599007
1532_2016-05-01_4_4,11,6.852203212053609
1532_2016-05-01_4_5,11,6.850706545935758
1532_2016-05-01_4_6,8,4.785311156779137
1532_2016-05-01_5_1,10,5.6586752827531575
1532_2016-05-01_5_2,4,6.697725394217149
1532_2016-05-01_5_3,11,6.903428024934232
1532_2016-05-01_5_4,11,6.8940191487359375
1532_2016-05-01_5_5,8,4.8219336734040015
1532_2016-05-01_5_6,7,2.7442900293031376
1532_2016-05-01_6_1,4,10.368486935951202
1532_2016-05-01_6_2,11,10.007201912831507
1532_2016-05-01_6_3,11,9.518382577868458
1532_2016-05-01_6_4,8,7.0409366217257805
1532_2016-05-01_6_5,7,4.620544678335631
1532_2016-05-01_6_6,7,2.3560206476650714
1532_2016-05-01_7_1,11,4.622394637150309
1532_2016-05-01_7_2,11,4.96531531277902
1532_2016-05-01_7_3,8,3.1911383914248557
1532_2016-05-01_7_4,7,1.3653881978532376
1532_2016-05-01_7_5,7,-0.39634274349329324
1532_2016-05-01_7_6,9,-1.4407752408053913
1532_2016-05-01_8_1,11,10.357832578603805
1532_2016-05-01_8_2,8,7.7507247577448
1532_2016-05-01_8_3,7,5.220698585765535
1532_2016-05-01_8_4,7,2.8634744839936777
1532_2016-05-01_8_5,9,1.3155289960566332
1532_2016-05-01_8_6,3,0.26024519677491487
1532_2016-05-01_9_1,8,8.293702679771922
1532_2016-05-01_9_2,7,5.679807867840117
1532_2016-05-01_9_3,7,3.2516695179650754
1532_2016-05-01_9_4,9,1.6437632319647069
1532_2016-05-01_9_5,3,0.5377802093173347
1532_2016-05-01_9_6,2,0.07674236538277013
1532_2016-05-01_10_1,7,5.431470650094582
1532_2016-05-01_10_2,7,3.041690590413291
1532_2016-05-01_10_3,9,1.466217754021177
1532_2016-05-01_10_4,3,0.38765849422083987
1532_2016-05-01_10_5,2,-0.05019147491859277
1532_2016-05-01_10_6,2,-0.8753413560761398
1532_2016-05-01_11_1,7,4.367944116633119
1532_2016-05-01_11_2,9,2.5876175008072937
1532_2016-05-01_11_3,3,1.3358462782535656
1532_2016-05-01_11_4,2,0.7515387522957067
1532_2016-05-01_11_5,2,-0.19744677859558113
1532_2016-05-01_11_6,1,-0.33110309097559254
1532_2016-05-01_12_1,9,4.813124723055616
1532_2016-05-01_12_2,3,3.217600547826215
1532_2016-05-01_12_3,2,2.342636321270386
1532_2016-05-01_12_4,2,1.1478890683490173
1532_2016-05-01_12_5,1,0.8064315117832295
1532_2016-05-01_12_6,4,0.46446240634289726
1532_2016-05-01_13_1,3,6.757768986641178
1532_2016-05-01_13_2,2,5.335988581891844
1532_2016-05-01_13_3,2,3.6788866496863966
1532_2016-05-01_13_4,1,2.9464899476071866
1532_2016-05-01_13_5,4,2.2739663515506554
1532_2016-05-01_13_6,5,1.7959188077056019
1532_2016-05-01_14_1,2,2.1586464623115544
1532_2016-05-01_14_2,2,0.9923183745347424
1532_2016-05-01_14_3,1,0.6748903447275487
1532_2016-05-01_14_4,4,0.35323915338866474
1532_2016-05-01_14_5,5,0.17186808807942633
1532_2016-05-01_14_6,6,0.7550252325303859
1532_2016-05-01_15_1,2,0.85817652371398
1532_2016-05-01_15_2,1,0.5614681109163562
1532_2016-05-01_15_3,4,0.2573361742363174
1532_2016-05-01_15_4,5,0.0907783307959833
