,history,ys
1179_2016-04-30_23_1,796,720.1539690499189
1179_2016-04-30_23_2,632,630.4797507874479
1179_2016-04-30_23_3,428,452.0908353729274
1179_2016-04-30_23_4,319,309.1957593877147
1179_2016-04-30_23_5,242,194.02274412997718
1179_2016-04-30_23_6,110,83.91150989923699
1179_2016-05-01_0_1,632,705.9180409520279
1179_2016-05-01_0_2,428,527.1235767262742
1179_2016-05-01_0_3,319,383.82513212025856
1179_2016-05-01_0_4,242,268.25091671165944
1179_2016-05-01_0_5,110,157.74063914251855
1179_2016-05-01_0_6,71,140.46013910154693
1179_2016-05-01_1_1,428,453.6029118755786
1179_2016-05-01_1_2,319,310.6997071161479
1179_2016-05-01_1_3,242,195.51860678368115
1179_2016-05-01_1_4,110,85.39933094277649
1179_2016-05-01_1_5,71,68.50773064329502
1179_2016-05-01_1_6,127,96.30817067868679
1179_2016-05-01_2_1,319,285.2344339708824
1179_2016-05-01_2_2,242,170.1902324364831
1179_2016-05-01_2_3,110,60.20711943920287
1179_2016-05-01_2_4,71,43.45094998532147
1179_2016-05-01_2_5,127,71.38609280343803
1179_2016-05-01_2_6,179,128.700496291398
1179_2016-05-01_3_1,242,203.7742781112309
1179_2016-05-01_3_2,110,93.61062059511175
1179_2016-05-01_3_3,71,76.67487721192663
1179_2016-05-01_3_4,127,104.4314114724811
1179_2016-05-01_3_5,179,161.5681665848772
1179_2016-05-01_3_6,260,271.1307867804103
1179_2016-05-01_4_1,110,131.6308447712908
1179_2016-05-01_4_2,71,114.49070841096068
1179_2016-05-01_4_3,127,142.04394849086617
1179_2016-05-01_4_4,179,198.97850231208776
1179_2016-05-01_4_5,260,308.3400082306548
1179_2016-05-01_4_6,456,443.01476399237515
1179_2016-05-01_5_1,71,92.97614892879596
1179_2016-05-01_5_2,127,120.64504915957662
1179_2016-05-01_5_3,179,177.69464135410402
1179_2016-05-01_5_4,260,287.17056721102244
1179_2016-05-01_5_5,456,421.95912780078504
1179_2016-05-01_5_6,599,522.1634905991766
1179_2016-05-01_6_1,127,98.78704184101753
1179_2016-05-01_6_2,179,155.95414052813152
1179_2016-05-01_6_3,260,265.54694117431615
1179_2016-05-01_6_4,456,400.45174824599934
1179_2016-05-01_6_5,599,500.7717325966842
1179_2016-05-01_6_6,747,577.149814258496
1179_2016-05-01_7_1,179,184.0154286052791
1179_2016-05-01_7_2,260,293.4573745330371
1179_2016-05-01_7_3,456,428.2121378663888
1179_2016-05-01_7_4,599,528.3828850990881
1179_2016-05-01_7_5,747,604.6125319269488
1179_2016-05-01_7_6,671,629.7872626807646
1179_2016-05-01_8_1,260,288.46890837752005
1179_2016-05-01_8_2,456,423.2504892131618
1179_2016-05-01_8_3,599,523.4479097799026
1179_2016-05-01_8_4,747,599.7040865485903
1179_2016-05-01_8_5,671,624.9052046208867
1179_2016-05-01_8_6,651,605.4304790534675
1179_2016-05-01_9_1,456,394.93462688062
1179_2016-05-01_9_2,599,495.28427073188845
1179_2016-05-01_9_3,747,571.6918524477325
1179_2016-05-01_9_4,671,597.0435615291144
1179_2016-05-01_9_5,651,577.7186174083615
1179_2016-05-01_9_6,655,558.3433758241507
1179_2016-05-01_10_1,599,556.0213624251909
1179_2016-05-01_10_2,747,632.1024275235421
1179_2016-05-01_10_3,671,657.129375308579
1179_2016-05-01_10_4,651,637.4814157761951
1179_2016-05-01_10_5,655,617.7848952793637
1179_2016-05-01_10_6,639,569.6602341221422
1179_2016-05-01_11_1,747,674.8500161795745
1179_2016-05-01_11_2,671,699.6471571420453
1179_2016-05-01_11_3,651,679.7706262059191
1179_2016-05-01_11_4,655,659.8467630826793
1179_2016-05-01_11_5,639,611.4959814705977
1179_2016-05-01_11_6,683,644.9092520291081
1179_2016-05-01_12_1,671,771.4092697619832
1179_2016-05-01_12_2,651,751.1469527827069
1179_2016-05-01_12_3,655,730.8393775640543
1179_2016-05-01_12_4,639,682.1069466549586
1179_2016-05-01_12_5,683,715.1406196254527
1179_2016-05-01_12_6,728,764.841153426407
1179_2016-05-01_13_1,651,651.2774733566384
1179_2016-05-01_13_2,655,631.5067866142671
1179_2016-05-01_13_3,639,583.3083579219305
1179_2016-05-01_13_4,683,616.8731623659081
1179_2016-05-01_13_5,728,667.1019723299033
1179_2016-05-01_13_6,669,622.2744653221523
1179_2016-05-01_14_1,655,631.2308049270406
1179_2016-05-01_14_2,639,583.0338598850483
1179_2016-05-01_14_3,683,616.6001400034123
1179_2016-05-01_14_4,728,666.8304177087139
1179_2016-05-01_14_5,669,622.0043705518365
1179_2016-05-01_14_6,550,558.6984997521998
1179_2016-05-01_15_1,639,606.675274108458
1179_2016-05-01_15_2,683,640.1144603145228
1179_2016-05-01_15_3,728,690.2183273518689
1179_2016-05-01_15_4,669,645.2665490983254
1179_2016-05-01_15_5,550,581.8356231200038
1179_2016-05-01_15_6,445,557.2440760907639
1179_2016-05-01_16_1,683,672.2654116662369
1179_2016-05-01_16_2,728,722.1964383585505
1179_2016-05-01_16_3,669,677.0727489326308
1179_2016-05-01_16_4,550,613.4708359594488
1179_2016-05-01_16_5,445,588.709221144577
1179_2016-05-01_16_6,391,524.2450561907096
1179_2016-05-01_17_1,728,732.8733186036449
1179_2016-05-01_17_2,669,687.6922313220523
1179_2016-05-01_17_3,550,624.0332290584112
1179_2016-05-01_17_4,445,599.214831859478
1179_2016-05-01_17_5,391,534.6941897780483
1179_2016-05-01_17_6,277,406.2288809590608
1179_2016-05-01_18_1,669,682.8451111988098
1179_2016-05-01_18_2,550,619.2121665751231
1179_2016-05-01_18_3,445,594.4196869328406
1179_2016-05-01_18_4,391,529.9248230778321
1179_2016-05-01_18_5,277,401.4851539040618
1179_2016-05-01_18_6,181,290.78461838588316
1179_2016-05-01_19_1,550,605.4414853292698
1179_2016-05-01_19_2,445,580.723035511854
1179_2016-05-01_19_3,391,516.3018035046716
1179_2016-05-01_19_4,277,387.9353703411721
1179_2016-05-01_19_5,181,277.30767712369254
1179_2016-05-01_19_6,120,179.76175924408494
1179_2016-05-01_20_1,445,525.5795981423039
1179_2016-05-01_20_2,391,461.4548118183912
1179_2016-05-01_20_3,277,333.3832306753916
1179_2016-05-01_20_4,181,223.04880438301626
1179_2016-05-01_20_5,120,125.79457685443367
1179_2016-05-01_20_6,62,69.69594856130789
1179_2016-05-01_21_1,391,381.30840165217967
1179_2016-05-01_21_2,277,253.66767970941655
1179_2016-05-01_21_3,181,143.76179636069122
1179_2016-05-01_21_4,120,46.93380797113923
1179_2016-05-01_21_5,62,-8.74087260254879
1179_2016-05-01_21_6,53,-34.900968536993844
1179_2016-05-01_22_1,277,263.30717697991486
1179_2016-05-01_22_2,181,153.349472644123
1179_2016-05-01_22_3,120,56.469941852022544
1179_2016-05-01_22_4,62,0.7439959626610744
1179_2016-05-01_22_5,53,-25.467089690174078
1179_2016-05-01_22_6,71,-16.33211564731323
1179_2016-05-01_23_1,181,166.9686843974879
1179_2016-05-01_23_2,120,70.01593806558049
1179_2016-05-01_23_3,62,14.217170235936521
1179_2016-05-01_23_4,53,-12.066345873608952
1179_2016-05-01_23_5,71,-3.0034129084633037
1179_2016-05-01_23_6,94,26.74209941709148
1179_2016-05-02_0_1,120,83.97182269861776
1179_2016-05-02_0_2,62,28.098029408954915
1179_2016-05-02_0_3,53,1.7398911688676435
1179_2016-05-02_0_4,71,10.728603164688991
1179_2016-05-02_0_5,94,40.40029352553387
1179_2016-05-02_0_6,251,174.41756083341733
1179_2016-05-02_1_1,62,63.93252278081542
1179_2016-05-02_1_2,53,37.381741836918195
1179_2016-05-02_1_3,71,46.17884675711463
1179_2016-05-02_1_4,94,75.65996010308459
1179_2016-05-02_1_5,251,209.48767491933802
1179_2016-05-02_1_6,496,382.4289821481637
1179_2016-05-02_2_1,53,35.45960810806474
1179_2016-05-02_2_2,71,44.267046229703965
1179_2016-05-02_2_3,94,73.75843722684436
1179_2016-05-02_2_4,251,207.59637444262876
1179_2016-05-02_2_5,496,380.5478491163732
1179_2016-05-02_2_6,586,492.0003790382914
1179_2016-05-02_3_1,71,61.713142703956464
1179_2016-05-02_3_2,94,91.11074520628398
1179_2016-05-02_3_3,251,224.85539812495796
1179_2016-05-02_3_4,496,397.7140899887773
1179_2016-05-02_3_5,586,509.07433589201
1179_2016-05-02_3_6,569,533.9704360219372
1179_2016-05-02_4_1,94,100.3476772730005
1179_2016-05-02_4_2,251,234.0426733554587
1179_2016-05-02_4_3,496,406.8519753333186
1179_2016-05-02_4_4,586,518.1630968657499
1179_2016-05-02_4_5,569,543.0103367126507
1179_2016-05-02_4_6,490,441.7475765662633
1179_2016-05-02_5_1,251,227.72912056972513
1179_2016-05-02_5_2,496,400.5723635849724
1179_2016-05-02_5_3,586,511.91724369112
1179_2016-05-02_5_4,569,536.7980606289725
1179_2016-05-02_5_5,490,435.5686970664061
1179_2016-05-02_5_6,455,425.37439524167127
1179_2016-05-02_6_1,496,423.7181410614687
1179_2016-05-02_6_2,586,534.9385917496088
1179_2016-05-02_6_3,569,559.6956481897387
1179_2016-05-02_6_4,490,458.3431894536853
1179_2016-05-02_6_5,455,448.02645420298137
1179_2016-05-02_6_6,489,474.84062120862075
1179_2016-05-02_7_1,586,606.8318705400177
1179_2016-05-02_7_2,569,631.2024358005955
1179_2016-05-02_7_3,490,529.4655636234709
1179_2016-05-02_7_4,455,518.7664815004596
1179_2016-05-02_7_5,489,545.2003570928855
1179_2016-05-02_7_6,491,564.0513702987598
1179_2016-05-02_8_1,569,610.4825553429993
1179_2016-05-02_8_2,490,508.8570712006531
1179_2016-05-02_8_3,455,498.2687783013258
1179_2016-05-02_8_4,489,524.8128475254907
1179_2016-05-02_8_5,491,543.7734619730028
1179_2016-05-02_8_6,525,583.9448371627167
1179_2016-05-02_9_1,490,467.5975219858358
1179_2016-05-02_9_2,455,457.23103635572926
1179_2016-05-02_9_3,489,483.9957204351013
1179_2016-05-02_9_4,491,503.1757637341071
1179_2016-05-02_9_5,525,543.5653881474402
1179_2016-05-02_9_6,579,542.9815478680097
1179_2016-05-02_10_1,455,479.5130808565211
1179_2016-05-02_10_2,489,506.1579788612164
1179_2016-05-02_10_3,491,525.2188800436744
1179_2016-05-02_10_4,525,565.4900028367333
1179_2016-05-02_10_5,579,564.7882979900572
1179_2016-05-02_10_6,487,504.46754976306505
1179_2016-05-02_11_1,489,481.7766779108853
1179_2016-05-02_11_2,491,500.96865056374855
1179_2016-05-02_11_3,525,541.3701401999087
1179_2016-05-02_11_4,579,540.798101357037
1179_2016-05-02_11_5,487,480.60632206219515
1179_2016-05-02_11_6,579,584.9798049592584
1179_2016-05-02_12_1,491,508.1531407853858
1179_2016-05-02_12_2,525,548.5160073103601
1179_2016-05-02_12_3,579,547.9055529903408
1179_2016-05-02_12_4,487,487.6755647361694
1179_2016-05-02_12_5,579,592.0110440815018
1179_2016-05-02_12_6,707,739.9709687676987
1179_2016-05-02_13_1,525,531.4550801188833
1179_2016-05-02_13_2,579,530.9363436615826
1179_2016-05-02_13_3,487,470.7975802039414
1179_2016-05-02_13_4,579,575.2237939302908
1179_2016-05-02_13_5,707,723.2739652184167
1179_2016-05-02_13_6,739,751.5117672735852
1179_2016-05-02_14_1,579,524.515965417078
1179_2016-05-02_14_2,487,464.41171727995953
1179_2016-05-02_14_3,579,568.8722607758712
1179_2016-05-02_14_4,707,716.9565772801024
1179_2016-05-02_14_5,739,745.2283409900604
1179_2016-05-02_14_6,729,689.8888239288917
1179_2016-05-02_15_1,487,518.602851063989
1179_2016-05-02_15_2,579,622.7720683668288
1179_2016-05-02_15_3,707,770.5666248188833
1179_2016-05-02_15_4,739,798.5501861981406
1179_2016-05-02_15_5,729,742.9240161535902
1179_2016-05-02_15_6,670,706.3620916582815
1179_2016-05-02_16_1,579,591.3391111147571
1179_2016-05-02_16_2,707,739.3026480463441
1179_2016-05-02_16_3,739,767.4542814827339
1179_2016-05-02_16_4,729,711.9952799565056
1179_2016-05-02_16_5,670,675.5996252980439
1179_2016-05-02_16_6,547,566.5430581009828
1179_2016-05-02_17_1,707,727.0298707765528
1179_2016-05-02_17_2,739,755.2474814536972
1179_2016-05-02_17_3,729,699.8541024810809
1179_2016-05-02_17_4,670,663.5237175958523
1179_2016-05-02_17_5,547,554.5320692881576
1179_2016-05-02_17_6,468,367.8023862671147
1179_2016-05-02_18_1,739,735.3252892878984
1179_2016-05-02_18_2,729,680.0390100564398
1179_2016-05-02_18_3,670,643.8151491547183
1179_2016-05-02_18_4,547,534.9294521680964
1179_2016-05-02_18_5,468,348.3051508842688
1179_2016-05-02_18_6,263,200.82086707938953
1179_2016-05-02_19_1,729,683.6939658860053
1179_2016-05-02_19_2,670,647.4504563020489
1179_2016-05-02_19_3,547,538.5452162625709
1179_2016-05-02_19_4,468,351.9014769874127
1179_2016-05-02_19_5,263,204.39785968792808
1179_2016-05-02_19_6,136,87.71310642262756
1179_2016-05-02_20_1,670,692.5129296429064
1179_2016-05-02_20_2,547,583.3654381889976
1179_2016-05-02_20_3,468,396.48074981913146
1179_2016-05-02_20_4,263,248.73747874351932
1179_2016-05-02_20_5,136,131.8143600571667
1179_2016-05-02_20_6,99,66.47446923566736
1179_2016-05-02_21_1,547,560.9735358365313
1179_2016-05-02_21_2,468,374.2092241263228
1179_2016-05-02_21_3,263,226.58568257731264
1179_2016-05-02_21_4,136,109.78164976342993
1179_2016-05-02_21_5,99,44.560204620489515
1179_2016-05-02_21_6,74,13.005922867589788
1179_2016-05-02_22_1,468,360.31080864094037
1179_2016-05-02_22_2,263,212.7619836034766
1179_2016-05-02_22_3,136,96.03226563253975
1179_2016-05-02_22_4,99,30.88473582327549
1179_2016-05-02_22_5,74,-0.5960279574953802
1179_2016-05-02_22_6,60,-0.3368003482718791
1179_2016-05-02_23_1,263,319.8722484857688
1179_2016-05-02_23_2,136,202.56671628973322
1179_2016-05-02_23_3,99,136.84646777588074
1179_2016-05-02_23_4,74,104.79606416981903
1179_2016-05-02_23_5,60,104.48871428129746
1179_2016-05-02_23_6,129,152.15854338048803
1179_2016-05-03_0_1,136,146.00020740536905
1179_2016-05-03_0_2,99,80.58405486696375
1179_2016-05-03_0_3,74,48.83611244636296
1179_2016-05-03_0_4,60,48.82959774178579
1179_2016-05-03_0_5,129,96.7986447646282
1179_2016-05-03_0_6,301,256.28036299520863
1179_2016-05-03_1_1,99,70.63760759078752
1179_2016-05-03_1_2,74,38.943136290224686
1179_2016-05-03_1_3,60,38.98980525021534
1179_2016-05-03_1_4,129,87.01175002748766
1179_2016-05-03_1_5,301,246.54608163938482
1179_2016-05-03_1_6,521,462.8525361198115
1179_2016-05-03_2_1,74,67.15305527380428
1179_2016-05-03_2_2,60,67.04807049026738
1179_2016-05-03_2_3,129,114.91917679958738
1179_2016-05-03_2_4,301,274.3034808362663
1179_2016-05-03_2_5,521,490.4607142749294
1179_2016-05-03_2_6,632,625.2172046467938
1179_2016-05-03_3_1,60,73.85820671658553
1179_2016-05-03_3_2,129,121.6927024048947
1179_2016-05-03_3_3,301,281.0405926356523
1179_2016-05-03_3_4,521,497.161608025425
1179_2016-05-03_3_5,632,631.8820750530595
1179_2016-05-03_3_6,713,651.5853058898805
1179_2016-05-03_4_1,129,107.90899604147825
1179_2016-05-03_4_2,301,267.33098611885055
1179_2016-05-03_4_3,521,483.52570300176734
1179_2016-05-03_4_4,632,618.3194753105843
1179_2016-05-03_4_5,713,638.0956173466225
1179_2016-05-03_4_6,630,519.4046100129525
1179_2016-05-03_5_1,301,288.3086069192383
1179_2016-05-03_5_2,521,504.39055018070184
1179_2016-05-03_5_3,632,639.0721551279372
1179_2016-05-03_5_4,713,658.7367328030723
1179_2016-05-03_5_5,630,539.9347608675056
1179_2016-05-03_5_6,547,526.4278788206345
1179_2016-05-03_6_1,521,517.0137155833764
1179_2016-05-03_6_2,632,651.627459637796
1179_2016-05-03_6_3,713,671.2245412335856
1179_2016-05-03_6_4,630,552.355436070942
1179_2016-05-03_6_5,547,538.7817816986051
1179_2016-05-03_6_6,462,558.7468477933704
1179_2016-05-03_7_1,632,655.592314182363
1179_2016-05-03_7_2,713,675.1680811109754
1179_2016-05-03_7_3,630,556.2777758667044
1179_2016-05-03_7_4,547,542.683035382289
1179_2016-05-03_7_5,462,562.6271287218356
1179_2016-05-03_7_6,505,571.7711557077756
1179_2016-05-03_8_1,713,651.7025968839313
1179_2016-05-03_8_2,630,532.9384397696421
1179_2016-05-03_8_3,547,519.4691692552972
1179_2016-05-03_8_4,462,539.5380580507243
1179_2016-05-03_8_5,505,548.8062096044762
1179_2016-05-03_8_6,611,576.437522641375
1179_2016-05-03_9_1,630,593.9063140892445
1179_2016-05-03_9_2,547,580.1092862927584
1179_2016-05-03_9_3,462,599.8521797968826
1179_2016-05-03_9_4,505,608.7960885778813
1179_2016-05-03_9_5,611,636.1049019392094
1179_2016-05-03_9_6,610,615.6970021867511
1179_2016-05-03_10_1,547,616.0089361061661
1179_2016-05-03_10_2,462,635.5588366318738
1179_2016-05-03_10_3,505,644.3107899456826
1179_2016-05-03_10_4,611,671.4286797734895
1179_2016-05-03_10_5,610,650.8308828736051
1179_2016-05-03_10_6,482,570.6284372838599
1179_2016-05-03_11_1,462,566.9208857633273
1179_2016-05-03_11_2,505,576.04182993469
1179_2016-05-03_11_3,611,603.5267269615756
1179_2016-05-03_11_4,610,583.2939642662471
1179_2016-05-03_11_5,482,503.4545904931591
1179_2016-05-03_11_6,668,634.2015718296741
1179_2016-05-03_12_1,505,471.68498851014635
1179_2016-05-03_12_2,611,499.73089762905374
1179_2016-05-03_12_3,610,480.05613108004485
1179_2016-05-03_12_4,482,400.7717537210009
1179_2016-05-03_12_5,668,532.0707478655495
1179_2016-05-03_12_6,897,709.0507549345883
1179_2016-05-03_13_1,611,532.8668109013252
1179_2016-05-03_13_2,610,513.0139089490962
1179_2016-05-03_13_3,482,433.55235382519936
1179_2016-05-03_13_4,668,564.6751226950928
1179_2016-05-03_13_5,897,741.4798518591808
1179_2016-05-03_13_6,869,801.242241727339
1179_2016-05-03_14_1,610,590.7270617255307
1179_2016-05-03_14_2,482,510.84772835325487
1179_2016-05-03_14_3,668,641.5549649094479
1179_2016-05-03_14_4,897,817.946395620591
1179_2016-05-03_14_5,869,877.2977088875446
1179_2016-05-03_14_6,815,853.7748540612491
1179_2016-05-03_15_1,482,530.017057211483
1179_2016-05-03_15_2,668,660.6212413454429
1179_2016-05-03_15_3,897,836.9101736340158
1179_2016-05-03_15_4,869,896.1595394998146
1179_2016-05-03_15_5,815,872.5352853315433
1179_2016-05-03_15_6,790,824.1973446091539
1179_2016-05-03_16_1,668,612.862319100017
1179_2016-05-03_16_2,897,789.4079986465163
1179_2016-05-03_16_3,869,848.9127315222929
1179_2016-05-03_16_4,815,825.5424715361278
1179_2016-05-03_16_5,790,777.4571595481605
1179_2016-05-03_16_6,686,673.4013738911108
1179_2016-05-03_17_1,897,844.2492648094425
1179_2016-05-03_17_2,869,903.4591764445684
1179_2016-05-03_17_3,815,879.7956801476787
1179_2016-05-03_17_4,790,831.418708258486
1179_2016-05-03_17_5,686,727.0728306350884
1179_2016-05-03_17_6,476,578.9451837934263
1179_2016-05-03_18_1,869,955.9263288828984
1179_2016-05-03_18_2,815,931.9807743467015
1179_2016-05-03_18_3,790,883.3232605354912
1179_2016-05-03_18_4,686,778.6983491557927
1179_2016-05-03_18_5,476,630.2931686157966
1179_2016-05-03_18_6,286,417.15026242932004
1179_2016-05-03_19_1,815,845.5217528386976
1179_2016-05-03_19_2,790,797.3290342040011
1179_2016-05-03_19_3,686,693.1664193077671
1179_2016-05-03_19_4,476,545.2210499909135
1179_2016-05-03_19_5,286,332.5354831277718
1179_2016-05-03_19_6,147,179.6248099547813
1179_2016-05-03_20_1,790,766.9713632997361
1179_2016-05-03_20_2,686,662.9719482496303
1179_2016-05-03_20_3,476,515.1889014326202
1179_2016-05-03_20_4,286,302.66478443956476
1179_2016-05-03_20_5,147,149.91469319807453
1179_2016-05-03_20_6,90,64.4037112470167
1179_2016-05-03_21_1,686,685.8767852691519
1179_2016-05-03_21_2,476,537.9706043062791
1179_2016-05-03_21_3,286,325.32401512439066
1179_2016-05-03_21_4,147,172.45211009248123
1179_2016-05-03_21_5,90,86.8199692099331
1179_2016-05-03_21_6,61,42.64573077931914
1179_2016-05-03_22_1,476,538.0931566468806
1179_2016-05-03_22_2,286,325.4459086356902
1179_2016-05-03_22_3,147,172.57334831628032
1179_2016-05-03_22_4,90,86.94055566899272
1179_2016-05-03_22_5,61,42.76566897746221
1179_2016-05-03_22_6,51,38.0943691564313
1179_2016-05-03_23_1,286,263.6865586778123
1179_2016-05-03_23_2,147,111.14601053555157
1179_2016-05-03_23_3,90,25.843445200678502
1179_2016-05-03_23_4,61,-18.00298944791524
1179_2016-05-03_23_5,51,-22.347602951813542
1179_2016-05-03_23_6,107,16.328339014696212
1179_2016-05-04_0_1,147,133.3394969968458
1179_2016-05-04_0_2,90,47.917621666586285
1179_2016-05-04_0_3,61,3.9525184213796933
1179_2016-05-04_0_4,51,-0.5101257284543408
1179_2016-05-04_0_5,107,38.04842011323677
1179_2016-05-04_0_6,308,198.38544314989534
