,history,ys
1077_2016-04-30_23_1,52,44.98654473931465
1077_2016-04-30_23_2,13,18.786512695539955
1077_2016-04-30_23_3,8,4.741710612254337
1077_2016-04-30_23_4,6,0.4569043389377043
1077_2016-04-30_23_5,4,-2.153229311314192
1077_2016-04-30_23_6,6,-3.8707506099068922
1077_2016-05-01_0_1,13,25.664963951258542
1077_2016-05-01_0_2,8,11.48775659368593
1077_2016-05-01_0_3,6,7.073093753052419
1077_2016-05-01_0_4,4,4.33560318166478
1077_2016-05-01_0_5,6,2.493176491713669
1077_2016-05-01_0_6,7,5.507900469876844
1077_2016-05-01_1_1,8,-0.9334158464519788
1077_2016-05-01_1_2,6,-5.10897998844527
1077_2016-05-01_1_3,4,-7.611974340384322
1077_2016-05-01_1_4,6,-9.224418695640992
1077_2016-05-01_1_5,7,-5.984139378479682
1077_2016-05-01_1_6,16,-2.3254615748148098
1077_2016-05-01_2_1,6,3.652473982942766
1077_2016-05-01_2_2,4,0.9808278992246926
1077_2016-05-01_2_3,6,-0.7970217624203144
1077_2016-05-01_2_4,7,2.2810361823730716
1077_2016-05-01_2_5,16,5.780615259234423
1077_2016-05-01_2_6,24,18.6249560466609
1077_2016-05-01_3_1,4,3.283165716986929
1077_2016-05-01_3_2,6,1.4609976966112868
1077_2016-05-01_3_3,7,4.495590379428748
1077_2016-05-01_3_4,16,7.95254086956561
1077_2016-05-01_3_5,24,20.75507364011797
1077_2016-05-01_3_6,64,46.47490210642888
1077_2016-05-01_4_1,6,2.1640334316181082
1077_2016-05-01_4_2,7,5.18509317862393
1077_2016-05-01_4_3,16,8.628771232298703
1077_2016-05-01_4_4,24,21.41828705131209
1077_2016-05-01_4_5,64,47.12534913310483
1077_2016-05-01_4_6,117,80.69014799919796
1077_2016-05-01_5_1,7,8.947220130097861
1077_2016-05-01_5_2,16,12.318479926756098
1077_2016-05-01_5_3,24,25.03697148848154
1077_2016-05-01_5_4,64,50.67437647921572
1077_2016-05-01_5_5,117,84.17085910350615
1077_2016-05-01_5_6,109,96.43424662403578
1077_2016-05-01_6_1,16,10.408742393515837
1077_2016-05-01_6_2,24,23.163995038878326
1077_2016-05-01_6_3,64,48.83745348864321
1077_2016-05-01_6_4,117,82.36929556862631
1077_2016-05-01_6_5,109,94.66736190057921
1077_2016-05-01_6_6,136,103.95249887515143
1077_2016-05-01_7_1,24,28.64762492954779
1077_2016-05-01_7_2,64,54.21552742016288
1077_2016-05-01_7_3,117,87.64384541782489
1077_2016-05-01_7_4,109,99.84038043210757
1077_2016-05-01_7_5,136,109.02594049436406
1077_2016-05-01_7_6,117,107.55133364705085
1077_2016-05-01_8_1,64,49.6573659513132
1077_2016-05-01_8_2,117,83.17342530194703
1077_2016-05-01_8_3,109,95.45601271081907
1077_2016-05-01_8_4,136,104.72596872052517
1077_2016-05-01_8_5,117,103.33413325894622
1077_2016-05-01_8_6,110,99.26363541952693
1077_2016-05-01_9_1,117,97.23997388827986
1077_2016-05-01_9_2,109,109.2517902827762
1077_2016-05-01_9_3,136,118.25618742675671
1077_2016-05-01_9_4,117,116.60390491796315
1077_2016-05-01_9_5,110,112.27797345098458
1077_2016-05-01_9_6,99,110.53430443799394
1077_2016-05-01_10_1,109,128.63145000386947
1077_2016-05-01_10_2,136,137.2628025385963
1077_2016-05-01_10_3,117,135.24465626285982
1077_2016-05-01_10_4,110,130.55990364516293
1077_2016-05-01_10_5,99,128.4643205323459
1077_2016-05-01_10_6,102,118.3260260349842
1077_2016-05-01_11_1,136,118.0092439271028
1077_2016-05-01_11_2,117,116.36171490431786
1077_2016-05-01_11_3,110,112.04044542213705
1077_2016-05-01_11_4,99,110.30134865406626
1077_2016-05-01_11_5,102,100.51267839390638
1077_2016-05-01_11_6,91,104.6217000066372
1077_2016-05-01_12_1,117,134.00616177127543
1077_2016-05-01_12_2,110,129.34524928804555
1077_2016-05-01_12_3,99,127.27304740413297
1077_2016-05-01_12_4,102,117.15768406371747
1077_2016-05-01_12_5,91,120.94630120467309
1077_2016-05-01_12_6,121,120.92784926105885
1077_2016-05-01_13_1,110,112.66644398557153
1077_2016-05-01_13_2,99,110.91529719222422
1077_2016-05-01_13_3,102,101.11480886116861
1077_2016-05-01_13_4,91,105.21223989242833
1077_2016-05-01_13_5,121,105.49665739227554
1077_2016-05-01_13_6,90,89.100386341292
1077_2016-05-01_14_1,99,108.30018034907984
1077_2016-05-01_14_2,102,98.55003114961599
1077_2016-05-01_14_3,91,102.69683232013503
1077_2016-05-01_14_4,121,103.0296696193195
1077_2016-05-01_14_5,90,86.68088632111596
1077_2016-05-01_14_6,50,62.399136890399035
1077_2016-05-01_15_1,102,89.42887263034335
1077_2016-05-01_15_2,91,93.75124958829788
1077_2016-05-01_15_3,121,94.25628296640073
1077_2016-05-01_15_4,90,78.07638109557371
1077_2016-05-01_15_5,50,53.960262245366394
1077_2016-05-01_15_6,50,41.22514341380632
