,history,ys
1326_2016-04-30_23_1,142,141.13891911614832
1326_2016-04-30_23_2,130,148.55333824830356
1326_2016-04-30_23_3,113,118.023453704443
1326_2016-04-30_23_4,52,84.57669255769011
1326_2016-04-30_23_5,39,55.41661434056783
1326_2016-04-30_23_6,18,18.499870395229944
1326_2016-05-01_0_1,130,149.358413468202
1326_2016-05-01_0_2,113,118.77616593142373
1326_2016-05-01_0_3,52,85.28044753938954
1326_2016-05-01_0_4,39,56.074596310986166
1326_2016-05-01_0_5,18,19.115056482225928
1326_2016-05-01_0_6,7,10.556995552544898
1326_2016-05-01_1_1,113,100.6768453309187
1326_2016-05-01_1_2,52,68.35832699795387
1326_2016-05-01_1_3,39,40.25310941987664
1326_2016-05-01_1_4,18,4.322616797576715
1326_2016-05-01_1_5,7,-3.273327307119004
1326_2016-05-01_1_6,4,-5.520852406023362
1326_2016-05-01_2_1,52,79.87996990178368
1326_2016-05-01_2_2,39,51.025371780296105
1326_2016-05-01_2_3,18,14.394239163440659
1326_2016-05-01_2_4,7,6.14322547322201
1326_2016-05-01_2_5,4,3.283237247445477
1326_2016-05-01_2_6,12,1.3812354894177687
1326_2016-05-01_3_1,39,24.958746309480517
1326_2016-05-01_3_2,18,-9.976983826735577
1326_2016-05-01_3_3,7,-16.64286591025581
1326_2016-05-01_3_4,4,-18.02082126227676
1326_2016-05-01_3_5,12,-18.53718322256739
1326_2016-05-01_3_6,14,-16.037796837848298
1326_2016-05-01_4_1,18,3.1510110161879217
1326_2016-05-01_4_2,7,-4.368730537843083
1326_2016-05-01_4_3,4,-6.545009385223658
1326_2016-05-01_4_4,12,-7.807770987673173
1326_2016-05-01_4_5,14,-6.006237577410186
1326_2016-05-01_4_6,9,-2.3287304845155
1326_2016-05-01_5_1,7,9.514463591305987
1326_2016-05-01_5_2,4,6.435206267017843
1326_2016-05-01_5_3,12,4.328196917936033
1326_2016-05-01_5_4,14,5.340393399444443
1326_2016-05-01_5_5,9,8.279902920440277
1326_2016-05-01_5_6,16,7.688087183132058
1326_2016-05-01_6_1,4,4.084286200551713
1326_2016-05-01_6_2,12,2.130183322502525
1326_2016-05-01_6_3,14,3.2853410671153274
1326_2016-05-01_6_4,9,6.358513490736412
1326_2016-05-01_6_5,16,5.891667071341679
1326_2016-05-01_6_6,13,6.959888521378596
1326_2016-05-01_7_1,12,2.0513791907233525
1326_2016-05-01_7_2,14,3.211662444223089
1326_2016-05-01_7_3,9,6.289627007899332
1326_2016-05-01_7_4,16,5.82726104240974
1326_2016-05-01_7_5,13,6.899671532617645
1326_2016-05-01_7_6,15,7.445308001941903
1326_2016-05-01_8_1,14,12.513213826815713
1326_2016-05-01_8_2,9,14.986195083178243
1326_2016-05-01_8_3,16,13.958194601460818
1326_2016-05-01_8_4,13,14.501760077136133
1326_2016-05-01_8_5,15,14.552948203277387
1326_2016-05-01_8_6,17,13.01601062359293
1326_2016-05-01_9_1,9,16.376279020431788
1326_2016-05-01_9_2,16,15.257865924386696
1326_2016-05-01_9_3,13,15.716899323312326
1326_2016-05-01_9_4,15,15.689053433539401
1326_2016-05-01_9_5,17,14.078222298749004
1326_2016-05-01_9_6,8,13.506505268467318
1326_2016-05-01_10_1,16,8.361348343084405
1326_2016-05-01_10_2,13,9.268938960442611
1326_2016-05-01_10_3,15,9.660475625826779
1326_2016-05-01_10_4,17,8.441749935654318
1326_2016-05-01_10_5,8,8.236635373235032
1326_2016-05-01_10_6,13,5.485019092957337
1326_2016-05-01_11_1,13,16.410764168442746
1326_2016-05-01_11_2,15,16.337788532935008
1326_2016-05-01_11_3,17,14.684762941557793
1326_2016-05-01_11_4,8,14.073595829347479
1326_2016-05-01_11_5,13,10.942337111356986
1326_2016-05-01_11_6,24,13.703363735797902
1326_2016-05-01_12_1,15,13.148864281535912
1326_2016-05-01_12_2,17,11.703249890831614
1326_2016-05-01_12_3,8,11.286003722777238
1326_2016-05-01_12_4,13,8.336053113800752
1326_2016-05-01_12_5,24,11.266595365021004
1326_2016-05-01_12_6,22,14.619319861334194
1326_2016-05-01_13_1,17,13.433985671352147
1326_2016-05-01_13_2,8,12.904170512006164
1326_2016-05-01_13_3,13,9.848972524859514
1326_2016-05-01_13_4,24,12.68111280512314
1326_2016-05-01_13_5,22,15.941835504750303
1326_2016-05-01_13_6,23,14.646881617621393
1326_2016-05-01_14_1,8,16.238247279516536
1326_2016-05-01_14_2,13,12.966197209670964
1326_2016-05-01_14_3,24,15.59558970928087
1326_2016-05-01_14_4,22,18.666751570716404
1326_2016-05-01_14_5,23,17.194566094368348
1326_2016-05-01_14_6,29,20.224381578405147
1326_2016-05-01_15_1,13,5.263774749114997
1326_2016-05-01_15_2,24,8.394141422047781
1326_2016-05-01_15_3,22,11.93369353614723
1326_2016-05-01_15_4,23,10.899433686454525
1326_2016-05-01_15_5,29,14.338691624493652
1326_2016-05-01_15_6,51,18.513493450186537
1326_2016-05-01_16_1,24,15.627193928312655
1326_2016-05-01_16_2,22,18.696300215987588
1326_2016-05-01_16_3,23,17.222192862695834
1326_2016-05-01_16_4,29,20.250211470815305
1326_2016-05-01_16_5,51,24.040521432648653
1326_2016-05-01_16_6,34,30.366932057678724
1326_2016-05-01_17_1,22,26.524529614344353
1326_2016-05-01_17_2,23,24.541265463758396
1326_2016-05-01_17_3,29,27.093243402259397
1326_2016-05-01_17_4,51,30.43847491215987
1326_2016-05-01_17_5,34,36.34875548566781
