,params,aic,training_time
0,"(0, 0, 0, 0)",135608.58966222548,2.5290000438690186
1,"(0, 0, 0, 1)",125985.29449510947,40.64999985694885
2,"(0, 0, 1, 0)",104890.3771671693,23.082000017166138
3,"(0, 0, 1, 1)",102866.88973778562,69.55800008773804
4,"(0, 1, 0, 0)",125093.88374327347,3.447000026702881
5,"(0, 1, 0, 1)",117964.22726466684,67.04200005531311
6,"(0, 1, 1, 0)",102010.55514540347,107.16599988937378
7,"(0, 1, 1, 1)",111524.07198737675,33.60800004005432
8,"(0, 2, 0, 0)",117793.9634023,8.825000047683716
9,"(0, 2, 0, 1)",112704.02490206096,143.53200006484985
10,"(0, 2, 1, 0)",100892.66471350858,142.91999983787537
11,"(1, 0, 0, 0)",98383.89520891891,0.6719999313354492
12,"(1, 0, 0, 1)",97950.5398611056,107.5
13,"(1, 0, 1, 0)",97850.77903183621,107.33299994468689
14,"(1, 0, 1, 1)",96641.13526199588,135.58100008964539
15,"(1, 1, 0, 0)",97924.30186347147,3.871000051498413
16,"(1, 1, 0, 1)",97313.21753094543,65.04900002479553
17,"(1, 1, 1, 0)",97143.38176885966,135.3050000667572
18,"(1, 1, 1, 1)",96473.43849384348,182.30599999427795
19,"(1, 2, 0, 0)",97737.15506904075,12.688999891281128
20,"(1, 2, 0, 1)",97129.50965663412,194.0659999847412
21,"(1, 2, 1, 0)",96965.97816540902,98.41100001335144
22,"(1, 2, 1, 1)",96653.51979142001,228.17200016975403
23,"(2, 0, 0, 0)",98039.59318156073,2.5769999027252197
24,"(2, 0, 0, 1)",97479.13058291662,140.07599997520447
25,"(2, 0, 1, 0)",97330.23268021685,167.26400017738342
26,"(2, 0, 1, 1)",96483.17129681903,179.635999917984
27,"(2, 1, 0, 0)",97001.84548927066,13.910000085830688
28,"(2, 1, 0, 1)",96510.1835755897,242.21799993515015
29,"(2, 1, 1, 0)",96420.5807262625,195.84100008010864
30,"(2, 1, 1, 1)",96143.73056858609,198.8420000076294
31,"(2, 2, 0, 0)",96996.9002573957,20.73099994659424
32,"(2, 2, 0, 1)",96472.30936821601,254.84299993515015
33,"(2, 2, 1, 0)",96512.4556993319,198.44700002670288
34,"(2, 2, 1, 1)",96120.21503332423,268.1010000705719
