,params,aic,training_time
0,"(0, 0, 0, 0)",83816.52463145925,2.749000072479248
1,"(0, 0, 0, 1)",77490.11366969663,22.763000011444092
2,"(0, 0, 1, 0)",69186.19745070946,12.70300006866455
3,"(0, 0, 1, 1)",66341.88280542339,56.39100003242493
4,"(0, 1, 0, 0)",76121.9147807869,2.5390000343322754
5,"(0, 1, 0, 1)",72290.35014096287,37.375
6,"(0, 1, 1, 0)",67158.97226067688,35.54700016975403
7,"(0, 1, 1, 1)",64005.20305047856,104.65599989891052
8,"(0, 2, 0, 0)",72334.65965008344,4.306999921798706
9,"(0, 2, 0, 1)",69873.60928210574,64.69199991226196
10,"(0, 2, 1, 0)",66507.08729494475,42.95300006866455
11,"(0, 2, 1, 1)",63409.877470000014,131.76599979400635
12,"(1, 0, 0, 0)",65217.8349645572,1.123999834060669
13,"(1, 0, 0, 1)",64854.8273963876,68.67200016975403
14,"(1, 0, 1, 0)",64743.57265162023,47.63199996948242
15,"(1, 0, 1, 1)",63030.98190896496,72.80999994277954
16,"(1, 1, 0, 0)",64354.79702494546,4.3420000076293945
17,"(1, 1, 0, 1)",63851.14274246683,103.12599992752075
18,"(1, 1, 1, 0)",63706.48697973566,59.97000002861023
19,"(1, 1, 1, 1)",62934.89460540287,107.64599990844727
20,"(1, 2, 0, 0)",63677.47705132616,7.683000087738037
21,"(1, 2, 0, 1)",63294.1722129484,108.27600002288818
22,"(1, 2, 1, 0)",63201.78692993409,86.98399996757507
23,"(1, 2, 1, 1)",62895.21943622246,181.48399996757507
24,"(2, 0, 0, 0)",64707.321250192676,1.2190001010894775
25,"(2, 0, 0, 1)",64268.271152035944,81.60899996757507
26,"(2, 0, 1, 0)",64136.54089959569,60.246999979019165
27,"(2, 0, 1, 1)",62955.256496455164,100.57499980926514
28,"(2, 1, 0, 0)",63287.63373882322,10.780999898910522
29,"(2, 1, 0, 1)",62940.50311786927,140.5149998664856
30,"(2, 1, 1, 0)",62872.24155521215,155.53200006484985
31,"(2, 1, 1, 1)",62733.788278243024,139.49399995803833
32,"(2, 2, 0, 0)",63282.64686927888,18.394999980926514
33,"(2, 2, 0, 1)",62907.67513958314,220.77999997138977
34,"(2, 2, 1, 0)",62824.488914927395,166.18799996376038
35,"(2, 2, 1, 1)",62705.54085951696,219.61800003051758
