,params,aic,training_time
0,"(0, 0, 0, 0)",116003.59699382429,2.8440001010894775
1,"(0, 0, 0, 1)",108925.48799135564,31.271000146865845
2,"(0, 0, 1, 0)",98787.06944168729,17.88100004196167
3,"(0, 0, 1, 1)",95262.4142788501,61.80900001525879
4,"(0, 1, 0, 0)",108140.32488762475,3.313999891281128
5,"(0, 1, 0, 1)",103966.39742293963,50.67200016975403
6,"(0, 1, 1, 0)",97340.19917037366,62.651000022888184
7,"(0, 1, 1, 1)",93468.87583876321,104.17400002479553
8,"(0, 2, 0, 0)",103680.93493012387,5.562999963760376
9,"(0, 2, 0, 1)",101006.33902656459,79.875
10,"(0, 2, 1, 0)",96658.58698736138,56.48799991607666
11,"(0, 2, 1, 1)",92718.32058258913,112.66600012779236
12,"(1, 0, 0, 0)",94643.42056855088,0.6349999904632568
13,"(1, 0, 0, 1)",94537.61852837016,76.09800004959106
14,"(1, 0, 1, 0)",94522.28378906271,72.63800001144409
15,"(1, 0, 1, 1)",92453.03162379556,100.60500001907349
16,"(1, 1, 0, 0)",92775.10228592431,5.457000017166138
17,"(1, 1, 0, 1)",92624.44924571108,123.44900012016296
18,"(1, 1, 1, 0)",92612.80337588124,78.31600022315979
19,"(1, 1, 1, 1)",92048.06078458086,147.65700006484985
20,"(1, 2, 0, 0)",92559.05119353821,9.45300006866455
21,"(1, 2, 0, 1)",92414.85755244744,170.07799983024597
22,"(1, 2, 1, 0)",92403.74846905333,155.8880000114441
23,"(1, 2, 1, 1)",92050.13699898866,238.92300009727478
24,"(2, 0, 0, 0)",93336.16697404184,1.0940001010894775
25,"(2, 0, 0, 1)",93211.11863496597,111.60799980163574
26,"(2, 0, 1, 0)",93199.41384834427,106.15700006484985
27,"(2, 0, 1, 1)",92087.74171833832,172.26199984550476
28,"(2, 1, 0, 0)",92266.627777846,9.574000120162964
29,"(2, 1, 0, 1)",92157.68573043458,156.22699999809265
30,"(2, 1, 1, 0)",92151.61350251552,163.3420000076294
31,"(2, 1, 1, 1)",92034.83953957375,165.52600002288818
32,"(2, 2, 0, 0)",92090.67486849414,19.177000045776367
33,"(2, 2, 0, 1)",91989.59367137738,253.42400002479553
34,"(2, 2, 1, 0)",92062.63706025199,180.48399996757507
35,"(2, 2, 1, 1)",91958.2013709071,219.79100012779236
