,history,ys
1172_2016-04-30_23_1,25,16.716616784596706
1172_2016-04-30_23_2,26,12.89677336317984
1172_2016-04-30_23_3,14,7.332048995102044
1172_2016-04-30_23_4,7,4.270347687038413
1172_2016-04-30_23_5,3,2.5757328495007776
1172_2016-04-30_23_6,1,1.2050635605307924
1172_2016-05-01_0_1,26,15.851938477614516
1172_2016-05-01_0_2,14,8.533062250539437
1172_2016-05-01_0_3,7,4.893588940719242
1172_2016-05-01_0_4,3,3.00840009840768
1172_2016-05-01_0_5,1,1.5746010596327036
1172_2016-05-01_0_6,2,2.125463537154722
1172_2016-05-01_1_1,14,12.153466692811797
1172_2016-05-01_1_2,7,6.364963147180566
1172_2016-05-01_1_3,3,3.771939635475171
1172_2016-05-01_1_4,1,2.104666341710172
1172_2016-05-01_1_5,2,2.5781878863966017
1172_2016-05-01_1_6,3,3.56881971929441
1172_2016-05-01_2_1,7,7.023729097052001
1172_2016-05-01_2_2,3,4.039669730880603
1172_2016-05-01_2_3,1,2.2435993964063954
1172_2016-05-01_2_4,2,2.6746381489596627
1172_2016-05-01_2_5,3,3.65119708644046
1172_2016-05-01_2_6,4,5.243235988147281
1172_2016-05-01_3_1,3,4.031204180273852
1172_2016-05-01_3_2,1,2.240158898803193
1172_2016-05-01_3_3,2,2.6728527731282177
1172_2016-05-01_3_4,3,3.6499576408089442
1172_2016-05-01_3_5,4,5.242177387941003
1172_2016-05-01_3_6,12,6.935422828064097
1172_2016-05-01_4_1,1,1.8722683231579929
1172_2016-05-01_4_2,2,2.5233377914636805
1172_2016-05-01_4_3,3,3.5723699004615357
1172_2016-05-01_4_4,4,5.188314338974401
1172_2016-05-01_4_5,12,6.88941884588285
1172_2016-05-01_4_6,13,7.679544812368613
1172_2016-05-01_5_1,2,2.2121488905047575
1172_2016-05-01_5_2,3,3.445899134692443
1172_2016-05-01_5_3,4,5.12268492293336
1172_2016-05-01_5_4,12,6.843857518358171
1172_2016-05-01_5_5,13,7.640631261431331
1172_2016-05-01_5_6,12,7.124954135963069
1172_2016-05-01_6_1,3,3.370213272529278
1172_2016-05-01_6_2,4,5.091925313846489
1172_2016-05-01_6_3,12,6.827895448628098
1172_2016-05-01_6_4,13,7.629550055307405
1172_2016-05-01_6_5,12,7.115489769967228
1172_2016-05-01_6_6,12,5.888253284532252
1172_2016-05-01_7_1,4,4.95984868290603
1172_2016-05-01_7_2,12,6.774217979400343
1172_2016-05-01_7_3,13,7.601695231004291
1172_2016-05-01_7_4,12,7.096152362295905
1172_2016-05-01_7_5,12,5.8717373654558065
1172_2016-05-01_7_6,7,5.481339412458413
1172_2016-05-01_8_1,12,6.431784064525398
1172_2016-05-01_8_2,13,7.462526130480173
1172_2016-05-01_8_3,12,7.023933405268078
1172_2016-05-01_8_4,12,5.821601439325094
1172_2016-05-01_8_5,7,5.438518734895441
1172_2016-05-01_8_6,3,4.9158274496127765
1172_2016-05-01_9_1,13,9.449032978497904
1172_2016-05-01_9_2,12,7.831272746421218
1172_2016-05-01_9_3,12,6.240553670574935
1172_2016-05-01_9_4,7,5.729364227307442
1172_2016-05-01_9_5,3,5.164236165924273
1172_2016-05-01_9_6,5,4.937312648691831
1172_2016-05-01_10_1,12,9.098109447267984
1172_2016-05-01_10_2,12,6.755410746668496
1172_2016-05-01_10_3,7,5.996538771899902
1172_2016-05-01_10_4,3,5.349714380827505
1172_2016-05-01_10_5,5,5.0957280495487005
1172_2016-05-01_10_6,5,4.730977153201361
1172_2016-05-01_11_1,12,7.790684076941877
1172_2016-05-01_11_2,7,6.417285818007675
1172_2016-05-01_11_3,3,5.568052451045727
1172_2016-05-01_11_4,5,5.247302951907997
1172_2016-05-01_11_5,5,4.8604360167644804
1172_2016-05-01_11_6,10,6.20831893075498
1172_2016-05-01_12_1,7,7.918993906114047
1172_2016-05-01_12_2,3,6.178363973337195
1172_2016-05-01_12_3,5,5.564011628158415
1172_2016-05-01_12_4,5,5.080301872641195
1172_2016-05-01_12_5,10,6.396104529789456
1172_2016-05-01_12_6,1,6.7357018629396155
1172_2016-05-01_13_1,3,5.850505336219435
1172_2016-05-01_13_2,5,5.430766088961738
1172_2016-05-01_13_3,5,5.0111568265558635
1172_2016-05-01_13_4,10,6.348102577594229
1172_2016-05-01_13_5,1,6.69470379476818
1172_2016-05-01_13_6,4,5.405360854469826
1172_2016-05-01_14_1,5,4.4138248574560865
1172_2016-05-01_14_2,5,4.5978601572519135
1172_2016-05-01_14_3,10,6.13363072796815
1172_2016-05-01_14_4,1,6.545812904446579
1172_2016-05-01_14_5,4,5.27819438326706
1172_2016-05-01_14_6,5,4.805166719683717
1172_2016-05-01_15_1,5,4.806982962167343
1172_2016-05-01_15_2,10,6.218620652724256
1172_2016-05-01_15_3,1,6.589916686828183
1172_2016-05-01_15_4,4,5.308812161016428
1172_2016-05-01_15_5,5,4.831317109032909
1172_2016-05-01_15_6,7,5.132436309213837
1172_2016-05-01_16_1,10,6.287481069037472
1172_2016-05-01_16_2,1,6.617902355839754
1172_2016-05-01_16_3,4,5.323334751305007
1172_2016-05-01_16_4,5,4.841398998108852
1172_2016-05-01_16_5,7,5.141047166829613
1172_2016-05-01_16_6,3,6.489627342591243
1172_2016-05-01_17_1,1,7.942374029570549
1172_2016-05-01_17_2,4,5.861615346467733
1172_2016-05-01_17_3,5,5.120728698628353
1172_2016-05-01_17_4,7,5.33496374784537
1172_2016-05-01_17_5,3,6.655249881768858
1172_2016-05-01_17_6,1,7.020565139166416
1172_2016-05-01_18_1,4,3.3848662923621515
1172_2016-05-01_18_2,5,4.114149259177349
1172_2016-05-01_18_3,7,4.81261994445053
1172_2016-05-01_18_4,3,6.292627775058717
1172_2016-05-01_18_5,1,6.710852613498535
1172_2016-05-01_18_6,4,4.723321379581057
1172_2016-05-01_19_1,5,4.333603270449448
1172_2016-05-01_19_2,7,4.901808590868047
1172_2016-05-01_19_3,3,6.338910398131936
1172_2016-05-01_19_4,1,6.742982988500218
1172_2016-05-01_19_5,4,4.750763665664245
1172_2016-05-01_19_6,3,2.8998776876313612
1172_2016-05-01_20_1,7,5.13955110697899
1172_2016-05-01_20_2,3,6.435531704276753
1172_2016-05-01_20_3,1,6.793122638251247
1172_2016-05-01_20_4,4,4.785571670094006
1172_2016-05-01_20_5,3,2.929606914741106
1172_2016-05-01_20_6,0,1.7920955763811275
1172_2016-05-01_21_1,3,7.0992621538858725
1172_2016-05-01_21_2,1,7.062870363724939
1172_2016-05-01_21_3,4,4.925551732629241
1172_2016-05-01_21_4,3,3.026784032271826
1172_2016-05-01_21_5,0,1.8750937443103135
1172_2016-05-01_21_6,0,1.896787090425045
1172_2016-05-01_22_1,1,5.600424863248839
1172_2016-05-01_22_2,4,4.331196979709608
1172_2016-05-01_22_3,3,2.7183557949782426
1172_2016-05-01_22_4,0,1.660976344143223
1172_2016-05-01_22_5,0,1.7139111996062963
1172_2016-05-01_22_6,0,1.6995058138399166
1172_2016-05-01_23_1,4,2.6899575593034224
1172_2016-05-01_23_2,3,2.05133712667237
1172_2016-05-01_23_3,0,1.3148406548147449
1172_2016-05-01_23_4,0,1.4736164893865213
1172_2016-05-01_23_5,0,1.4942721002034602
1172_2016-05-01_23_6,5,2.930704965611637
1172_2016-05-02_0_1,3,2.518705545892231
1172_2016-05-02_0_2,0,1.504784581776419
1172_2016-05-02_0_3,0,1.572184003635595
1172_2016-05-02_0_4,0,1.5626997515661838
1172_2016-05-02_0_5,5,2.989148453575846
1172_2016-05-02_0_6,6,8.520931191371123
1172_2016-05-02_1_1,0,1.676490338176209
1172_2016-05-02_1_2,0,1.6419672074450036
1172_2016-05-02_1_3,0,1.59891231727363
1172_2016-05-02_1_4,5,3.0142879819494364
1172_2016-05-02_1_5,6,8.542402653487214
1172_2016-05-02_1_6,11,11.654197488313084
1172_2016-05-02_2_1,0,1.043865485813634
1172_2016-05-02_2_2,0,1.3558368653232549
1172_2016-05-02_2_3,5,2.888148949988951
1172_2016-05-02_2_4,6,8.454834271876084
1172_2016-05-02_2_5,11,11.579406061823716
1172_2016-05-02_2_6,9,15.945555585729142
1172_2016-05-02_3_1,0,0.9834292647546201
1172_2016-05-02_3_2,5,2.73679819719214
1172_2016-05-02_3_3,6,8.376293895663276
1172_2016-05-02_3_4,11,11.524881672907846
1172_2016-05-02_3_5,9,15.898986758597125
1172_2016-05-02_3_6,6,8.243697362720873
1172_2016-05-02_4_1,5,2.3859517157311836
1172_2016-05-02_4_2,6,8.233705830854323
1172_2016-05-02_4_3,11,11.450888514323523
1172_2016-05-02_4_4,9,15.847619144252704
1172_2016-05-02_4_5,6,8.199824710497657
1172_2016-05-02_4_6,0,3.494506060536513
1172_2016-05-02_5_1,6,9.166289063603248
1172_2016-05-02_5_2,11,11.829901118004846
1172_2016-05-02_5_3,9,16.044299979547194
1172_2016-05-02_5_4,6,8.33636470270292
1172_2016-05-02_5_5,0,3.6111237323718575
1172_2016-05-02_5_6,0,2.8875272113235426
1172_2016-05-02_6_1,11,10.700301443613743
1172_2016-05-02_6_2,9,15.585217617057616
1172_2016-05-02_6_3,6,8.098133304468636
1172_2016-05-02_6_4,0,3.445738461309463
1172_2016-05-02_6_5,0,2.7462730267022395
1172_2016-05-02_6_6,2,2.6769275048823413
1172_2016-05-02_7_1,9,15.692137542847378
1172_2016-05-02_7_2,6,8.141586797986358
1172_2016-05-02_7_3,0,3.4682877626216566
1172_2016-05-02_7_4,0,2.761927228194677
1172_2016-05-02_7_5,2,2.690297628192038
1172_2016-05-02_7_6,5,2.54573864851354
1172_2016-05-02_8_1,6,5.754111669364265
1172_2016-05-02_8_2,0,2.4979902782285635
1172_2016-05-02_8_3,0,2.258411202972909
1172_2016-05-02_8_4,2,2.3407461629663384
1172_2016-05-02_8_5,5,2.2471896490381873
1172_2016-05-02_8_6,1,2.328626015703793
1172_2016-05-02_9_1,0,2.5857129632529734
1172_2016-05-02_9_2,0,2.2940627159805094
1172_2016-05-02_9_3,2,2.3592467861375486
1172_2016-05-02_9_4,5,2.26003317260675
1172_2016-05-02_9_5,1,2.339595562373141
1172_2016-05-02_9_6,2,2.3646755756335986
1172_2016-05-02_10_1,0,1.3715883421355897
1172_2016-05-02_10_2,2,1.9843425395431966
1172_2016-05-02_10_3,5,2.0654842851570194
1172_2016-05-02_10_4,1,2.2045356134149516
1172_2016-05-02_10_5,2,2.249321996427102
1172_2016-05-02_10_6,3,2.233626292315355
1172_2016-05-02_11_1,2,1.49501711361009
1172_2016-05-02_11_2,5,1.8666167769093036
1172_2016-05-02_11_3,1,2.1013373892525156
1172_2016-05-02_11_4,2,2.1776796083843744
1172_2016-05-02_11_5,3,2.1724371244874616
1172_2016-05-02_11_6,4,3.4478281056725963
1172_2016-05-02_12_1,5,2.0467735764246244
1172_2016-05-02_12_2,1,2.174555194653033
1172_2016-05-02_12_3,2,2.2156744903084364
1172_2016-05-02_12_4,3,2.198813974443297
1172_2016-05-02_12_5,4,3.470356353862149
1172_2016-05-02_12_6,8,4.4759416555453475
1172_2016-05-02_13_1,1,3.2281430192206333
1172_2016-05-02_13_2,2,2.6438647585585295
1172_2016-05-02_13_3,3,2.421014552488473
1172_2016-05-02_13_4,4,3.6246126907790917
1172_2016-05-02_13_5,8,4.6076907100645474
