,history,ys
1385_2016-04-30_23_1,143,135.3756681127364
1385_2016-04-30_23_2,122,90.01729049295844
1385_2016-04-30_23_3,99,59.534065102246814
1385_2016-04-30_23_4,67,43.95638170470619
1385_2016-04-30_23_5,34,39.319774782303
1385_2016-04-30_23_6,48,37.48493144330712
1385_2016-05-01_0_1,122,94.87021311370142
1385_2016-05-01_0_2,99,63.089311852375715
1385_2016-05-01_0_3,67,46.64629992243414
1385_2016-05-01_0_4,34,41.432246201402506
1385_2016-05-01_0_5,48,39.21164594655602
1385_2016-05-01_0_6,67,78.17862383835168
1385_2016-05-01_1_1,99,80.35754707917499
1385_2016-05-01_1_2,67,59.29699352882412
1385_2016-05-01_1_3,34,51.00382690743595
1385_2016-05-01_1_4,48,46.72848811069346
1385_2016-05-01_1_5,67,84.32282075675596
1385_2016-05-01_1_6,128,140.1249724090327
1385_2016-05-01_2_1,67,71.16300130804191
1385_2016-05-01_2_2,34,59.696853541272816
1385_2016-05-01_2_3,48,53.305677361679756
1385_2016-05-01_2_4,67,89.4880797669174
1385_2016-05-01_2_5,128,144.34700711456475
1385_2016-05-01_2_6,192,184.05898862369523
1385_2016-05-01_3_1,34,57.04708389368861
1385_2016-05-01_3_2,48,51.36445849948373
1385_2016-05-01_3_3,67,88.01934345998484
1385_2016-05-01_3_4,128,143.1935655526092
1385_2016-05-01_3_5,192,183.11617621181045
1385_2016-05-01_3_6,283,266.0698402787718
1385_2016-05-01_4_1,48,36.69488266993727
1385_2016-05-01_4_2,67,77.27242539233615
1385_2016-05-01_4_3,128,135.06239133986318
1385_2016-05-01_4_4,192,176.73052737871967
1385_2016-05-01_4_5,283,260.8502702750971
1385_2016-05-01_4_6,367,317.82664074733725
1385_2016-05-01_5_1,67,84.46818502510638
1385_2016-05-01_5_2,128,140.3339983792513
1385_2016-05-01_5_3,192,180.71905273534608
1385_2016-05-01_5_4,283,263.98257584658154
1385_2016-05-01_5_5,367,320.38695820772443
1385_2016-05-01_5_6,359,316.2292393994095
1385_2016-05-01_6_1,128,129.2154175638919
1385_2016-05-01_6_2,192,172.57359042344137
1385_2016-05-01_6_3,283,257.819676614956
1385_2016-05-01_6_4,367,315.5470532619914
