,history,ys
1438_2016-04-30_23_1,8,12.317845273093358
1438_2016-04-30_23_2,12,9.629069225860619
1438_2016-04-30_23_3,6,7.502840388321854
1438_2016-04-30_23_4,8,7.151826664501047
1438_2016-04-30_23_5,4,6.567927648416437
1438_2016-04-30_23_6,9,6.634217296790357
1438_2016-05-01_0_1,12,8.24925790990687
1438_2016-05-01_0_2,6,6.926177043127279
1438_2016-05-01_0_3,8,6.794876907981499
1438_2016-05-01_0_4,4,6.271246867421623
1438_2016-05-01_0_5,9,6.354231282366531
1438_2016-05-01_0_6,10,9.830683230511845
1438_2016-05-01_1_1,6,8.124764776547114
1438_2016-05-01_1_2,8,7.295801638683037
1438_2016-05-01_1_3,4,6.581315059111875
1438_2016-05-01_1_4,9,6.611946189274658
1438_2016-05-01_1_5,10,10.073896051378982
1438_2016-05-01_1_6,3,10.903493741411822
1438_2016-05-01_2_1,8,6.616811471830835
1438_2016-05-01_2_2,4,6.297545288242463
1438_2016-05-01_2_3,9,6.436295089783901
1438_2016-05-01_2_4,10,9.927902660354881
1438_2016-05-01_2_5,3,10.765715663748704
1438_2016-05-01_2_6,13,13.11933587349329
1438_2016-05-01_3_1,4,6.739557232292031
1438_2016-05-01_3_2,9,6.621024757764191
1438_2016-05-01_3_3,10,10.042248769843171
1438_2016-05-01_3_4,3,10.860755070407738
1438_2016-05-01_3_5,13,13.209027240067297
1438_2016-05-01_3_6,19,16.52490768271887
1438_2016-05-01_4_1,9,5.745571416864044
1438_2016-05-01_4_2,10,9.676371315231709
1438_2016-05-01_4_3,3,10.634280005835205
1438_2016-05-01_4_4,13,13.020791226998181
1438_2016-05-01_4_5,19,16.347264052101707
1438_2016-05-01_4_6,15,17.17871564755859
1438_2016-05-01_5_1,10,10.716357026150265
1438_2016-05-01_5_2,3,11.068920330985978
1438_2016-05-01_5_3,13,13.289829929612091
1438_2016-05-01_5_4,19,16.57087707032478
1438_2016-05-01_5_5,15,17.389745554974994
1438_2016-05-01_5_6,21,13.491765466560086
1438_2016-05-01_6_1,3,10.840001166812922
