,history,ys
1131_2016-04-30_23_1,193,191.94500518640262
1131_2016-04-30_23_2,310,248.4982490059774
1131_2016-04-30_23_3,327,269.28695026701536
1131_2016-04-30_23_4,342,252.48594893855574
1131_2016-04-30_23_5,191,140.1409917394089
1131_2016-04-30_23_6,27,33.58561436154666
1131_2016-05-01_0_1,310,249.1803278701479
1131_2016-05-01_0_2,327,269.7407647923341
1131_2016-05-01_0_3,342,252.79995500138324
1131_2016-05-01_0_4,191,140.36928150361257
1131_2016-05-01_0_5,27,33.76126656471071
1131_2016-05-01_0_6,22,23.877047711452875
1131_2016-05-01_1_1,327,309.06210775144933
1131_2016-05-01_1_2,342,278.9620273470639
1131_2016-05-01_1_3,191,158.47149920346635
1131_2016-05-01_1_4,27,46.922002930918936
1131_2016-05-01_1_5,22,34.0032675446122
1131_2016-05-01_1_6,25,39.923317236206145
1131_2016-05-01_2_1,342,290.5592949476354
1131_2016-05-01_2_2,191,166.1876281844588
1131_2016-05-01_2_3,27,52.26099308309388
1131_2016-05-01_2_4,22,37.884838467003945
1131_2016-05-01_2_5,25,42.909900916968894
1131_2016-05-01_2_6,40,50.1055147415008
1131_2016-05-01_3_1,191,199.4452491907698
1131_2016-05-01_3_2,27,74.38862711932252
1131_2016-05-01_3_3,22,53.19552346220986
1131_2016-05-01_3_4,25,54.04112760692263
1131_2016-05-01_3_5,40,58.67017596855928
1131_2016-05-01_3_6,56,81.93784435015078
1131_2016-05-01_4_1,27,68.92857565609775
1131_2016-05-01_4_2,22,49.56273143014339
1131_2016-05-01_4_3,25,51.52750439872065
1131_2016-05-01_4_4,40,56.84271300707934
1131_2016-05-01_4_5,56,80.53174584851854
1131_2016-05-01_4_6,125,108.95883025926065
1131_2016-05-01_5_1,22,22.454924935550267
1131_2016-05-01_5_2,25,33.49158951703282
1131_2016-05-01_5_3,40,44.363194821730104
1131_2016-05-01_5_4,56,71.45884375785323
1131_2016-05-01_5_5,125,101.97789860480506
1131_2016-05-01_5_6,153,133.59645739930298
1131_2016-05-01_6_1,25,33.19746988788992
1131_2016-05-01_6_2,40,44.167505192718124
1131_2016-05-01_6_3,56,71.32344101837708
1131_2016-05-01_6_4,125,101.87945764099308
1131_2016-05-01_6_5,153,133.52071430921967
1131_2016-05-01_6_6,172,143.24782757696335
1131_2016-05-01_7_1,40,38.86764885395752
1131_2016-05-01_7_2,56,67.79723325124826
1131_2016-05-01_7_3,125,99.439582855385
1131_2016-05-01_7_4,153,131.7468681787422
1131_2016-05-01_7_5,172,141.8829832880424
1131_2016-05-01_7_6,169,155.765153058743
1131_2016-05-01_8_1,56,68.52932479670446
1131_2016-05-01_8_2,125,99.92667283081641
1131_2016-05-01_8_3,153,132.08389839019378
1131_2016-05-01_8_4,172,142.12801214770514
1131_2016-05-01_8_5,169,155.95368476619248
1131_2016-05-01_8_6,156,166.96089563025146
1131_2016-05-01_9_1,125,91.82617080368456
1131_2016-05-01_9_2,153,126.69430830700384
1131_2016-05-01_9_3,172,138.39881471602746
1131_2016-05-01_9_4,169,153.24247086579578
1131_2016-05-01_9_5,156,164.874815702336
1131_2016-05-01_9_6,153,170.23490365894395
1131_2016-05-01_10_1,153,148.14196610283025
1131_2016-05-01_10_2,172,152.66880481995747
1131_2016-05-01_10_3,169,163.11624783663075
1131_2016-05-01_10_4,156,172.05328288279347
1131_2016-05-01_10_5,153,175.75820681704636
1131_2016-05-01_10_6,143,178.13806386759077
1131_2016-05-01_11_1,172,155.8096375520014
1131_2016-05-01_11_2,169,165.2059702870275
1131_2016-05-01_11_3,156,173.49921614945225
1131_2016-05-01_11_4,153,176.80943417720457
1131_2016-05-01_11_5,143,178.94690609703665
1131_2016-05-01_11_6,146,176.74986154058897
1131_2016-05-01_12_1,169,175.67341892915292
1131_2016-05-01_12_2,156,180.46363109669147
1131_2016-05-01_12_3,153,181.62829385549205
1131_2016-05-01_12_4,143,182.45032997930525
1131_2016-05-01_12_5,146,179.44548885303044
1131_2016-05-01_12_6,159,185.82418645196182
1131_2016-05-01_13_1,156,176.14910940931992
1131_2016-05-01_13_2,153,178.75766889643637
1131_2016-05-01_13_3,143,180.46406997448418
1131_2016-05-01_13_4,146,178.00143129546353
1131_2016-05-01_13_5,159,184.7130902433025
1131_2016-05-01_13_6,114,163.27827194280937
1131_2016-05-01_14_1,153,165.73079759543631
1131_2016-05-01_14_2,143,171.7967681031062
1131_2016-05-01_14_3,146,172.00429990338796
1131_2016-05-01_14_4,159,180.35303522058257
1131_2016-05-01_14_5,114,159.9235298967568
1131_2016-05-01_14_6,109,141.01625460639346
1131_2016-05-01_15_1,143,163.56600919134405
1131_2016-05-01_15_2,146,166.52804467138142
1131_2016-05-01_15_3,159,176.56387192037047
1131_2016-05-01_15_4,114,157.1687194050563
1131_2016-05-01_15_5,109,138.89663030411813
1131_2016-05-01_15_6,151,141.43141702791124
1131_2016-05-01_16_1,146,153.2316378938738
1131_2016-05-01_16_2,159,167.7172372463603
1131_2016-05-01_16_3,114,151.04750298672283
1131_2016-05-01_16_4,109,134.44636256024697
1131_2016-05-01_16_5,151,138.00726292004794
1131_2016-05-01_16_6,176,139.85590696112055
1131_2016-05-01_17_1,159,163.04181391994
1131_2016-05-01_17_2,114,147.93675563916477
1131_2016-05-01_17_3,109,132.29395563503508
1131_2016-05-01_17_4,151,136.4424126588701
1131_2016-05-01_17_5,176,138.65186964058353
1131_2016-05-01_17_6,103,95.17329917109345
1131_2016-05-01_18_1,114,145.32362824539044
1131_2016-05-01_18_2,109,130.5553367888912
1131_2016-05-01_18_3,151,135.239417099722
1131_2016-05-01_18_4,176,137.7772636853256
1131_2016-05-01_18_5,103,94.5003541379362
1131_2016-05-01_18_6,49,56.59529851546213
1131_2016-05-01_19_1,109,110.30387725568075
1131_2016-05-01_19_2,151,121.76530585269862
1131_2016-05-01_19_3,176,128.45417597717866
1131_2016-05-01_19_4,103,87.72225095299052
1131_2016-05-01_19_5,49,51.38004604077308
1131_2016-05-01_19_6,26,48.79251545025504
1131_2016-05-01_20_1,151,120.9223186587238
1131_2016-05-01_20_2,176,127.89330266269948
1131_2016-05-01_20_3,103,87.33416813192852
1131_2016-05-01_20_4,49,51.097900737863995
1131_2016-05-01_20_5,26,48.57542536633797
1131_2016-05-01_20_6,20,42.48980417833751
1131_2016-05-01_21_1,176,147.33922833145695
1131_2016-05-01_21_2,103,100.27232527228193
1131_2016-05-01_21_3,49,60.050147872379085
1131_2016-05-01_21_4,26,55.083918766207304
1131_2016-05-01_21_5,20,47.49761172921028
1131_2016-05-01_21_6,22,36.667043871060514
1131_2016-05-01_22_1,103,118.8021856412351
1131_2016-05-01_22_2,49,72.37880989269635
1131_2016-05-01_22_3,26,63.61444038891618
1131_2016-05-01_22_4,20,53.699500801819184
1131_2016-05-01_22_5,22,41.438941915561855
1131_2016-05-01_22_6,6,28.693167689638173
1131_2016-05-01_23_1,49,62.162326650629865
1131_2016-05-01_23_2,26,56.81700282491205
1131_2016-05-01_23_3,20,48.99617711404248
1131_2016-05-01_23_4,22,38.019515405169585
1131_2016-05-01_23_5,6,26.06217018432595
1131_2016-05-01_23_6,17,23.388918277003782
1131_2016-05-02_0_1,26,48.3072502687932
1131_2016-05-02_0_2,20,43.33429617959659
1131_2016-05-02_0_3,22,34.10191285779675
1131_2016-05-02_0_4,6,23.2139813508674
1131_2016-05-02_0_5,17,21.19744620041054
1131_2016-05-02_0_6,48,52.505106389449224
1131_2016-05-02_1_1,20,28.912136250465707
1131_2016-05-02_1_2,22,24.506269294981138
1131_2016-05-02_1_3,6,16.57450621873143
1131_2016-05-02_1_4,17,16.3703922298496
1131_2016-05-02_1_5,48,48.79104295923497
1131_2016-05-02_1_6,120,104.08997973441839
1131_2016-05-02_2_1,22,18.74436440909605
1131_2016-05-02_2_2,6,12.740878953503156
1131_2016-05-02_2_3,17,13.717805904947326
1131_2016-05-02_2_4,48,46.86255055628871
1131_2016-05-02_2_5,120,102.60614649929997
1131_2016-05-02_2_6,232,182.81887331337623
1131_2016-05-02_3_1,6,14.845723638402447
1131_2016-05-02_3_2,17,15.118243804029603
1131_2016-05-02_3_3,48,47.83154993024306
1131_2016-05-02_3_4,120,103.31063174586384
1131_2016-05-02_3_5,232,183.36092295842803
1131_2016-05-02_3_6,169,163.9120902608266
1131_2016-05-02_4_1,17,9.39927622780597
1131_2016-05-02_4_2,48,44.02649058556773
1131_2016-05-02_4_3,120,100.67781230755398
1131_2016-05-02_4_4,232,181.44680154513262
1131_2016-05-02_4_5,169,162.4393144465374
1131_2016-05-02_4_6,131,120.38697683471803
1131_2016-05-02_5_1,48,48.940536579532306
1131_2016-05-02_5_2,120,103.94732492155032
1131_2016-05-02_5_3,232,183.70906228384473
1131_2016-05-02_5_4,169,164.08403100378297
1131_2016-05-02_5_5,131,121.6524654030225
1131_2016-05-02_5_6,120,121.40949528840514
1131_2016-05-02_6_1,120,103.33924598731303
1131_2016-05-02_6_2,232,183.30448289076702
1131_2016-05-02_6_3,169,163.80409200837016
1131_2016-05-02_6_4,131,121.4489431949519
1131_2016-05-02_6_5,120,121.2528999002364
1131_2016-05-02_6_6,113,126.39717743243288
1131_2016-05-02_7_1,232,194.07605070013648
1131_2016-05-02_7_2,169,170.97084967985003
1131_2016-05-02_7_3,131,126.40780906219068
1131_2016-05-02_7_4,120,124.85811156193495
1131_2016-05-02_7_5,113,129.17112296371533
1131_2016-05-02_7_6,122,128.2383936104014
1131_2016-05-02_8_1,169,195.48957141186165
1131_2016-05-02_8_2,131,142.7211016280998
1131_2016-05-02_8_3,120,136.1457026031793
1131_2016-05-02_8_4,113,137.37746609616977
1131_2016-05-02_8_5,122,134.5525718047871
1131_2016-05-02_8_6,139,154.88305995277494
1131_2016-05-02_9_1,131,125.59497309353752
1131_2016-05-02_9_2,120,124.75099987930457
1131_2016-05-02_9_3,113,129.4931751804025
1131_2016-05-02_9_4,122,128.8205075960056
1131_2016-05-02_9_5,139,150.47265762719226
1131_2016-05-02_9_6,160,171.81925522806057
1131_2016-05-02_10_1,120,128.24547640720317
1131_2016-05-02_10_2,113,131.8181910840613
1131_2016-05-02_10_3,122,130.4292465172785
1131_2016-05-02_10_4,139,151.64224851246271
1131_2016-05-02_10_5,160,172.71916949497938
1131_2016-05-02_10_6,151,170.16691371165885
1131_2016-05-02_11_1,113,126.4872974058333
1131_2016-05-02_11_2,122,126.8823883587984
1131_2016-05-02_11_3,139,149.18808518446053
1131_2016-05-02_11_4,160,170.93493525942966
1131_2016-05-02_11_5,151,168.79407653900518
1131_2016-05-02_11_6,194,206.65200991516426
1131_2016-05-02_12_1,122,118.1625345957912
1131_2016-05-02_12_2,139,143.38641545947812
1131_2016-05-02_12_3,160,166.92060921535307
1131_2016-05-02_12_4,151,165.87556745740673
1131_2016-05-02_12_5,194,204.40643157342194
1131_2016-05-02_12_6,285,262.7202530456004
1131_2016-05-02_13_1,139,145.86742675020767
1131_2016-05-02_13_2,160,168.5713258998266
1131_2016-05-02_13_3,151,167.0177412266821
1131_2016-05-02_13_4,194,205.23681866251061
1131_2016-05-02_13_5,285,263.3591749096018
1131_2016-05-02_13_6,217,207.94993327864518
1131_2016-05-02_14_1,160,164.13137361078793
1131_2016-05-02_14_2,151,164.0636622391466
1131_2016-05-02_14_3,194,203.19281464675998
1131_2016-05-02_14_4,285,261.8731361032637
1131_2016-05-02_14_5,217,206.80653558304033
1131_2016-05-02_14_6,174,171.03912458479104
1131_2016-05-02_15_1,151,161.39263240697005
1131_2016-05-02_15_2,194,201.4156709774928
1131_2016-05-02_15_3,285,260.64348421789595
1131_2016-05-02_15_4,217,205.91254985411678
1131_2016-05-02_15_5,174,170.35126823945527
1131_2016-05-02_15_6,162,141.8272220626209
1131_2016-05-02_16_1,194,194.69659064029534
1131_2016-05-02_16_2,285,256.17300959395
1131_2016-05-02_16_3,217,202.8193122926932
1131_2016-05-02_16_4,174,168.10241206398914
1131_2016-05-02_16_5,162,140.0968924387863
1131_2016-05-02_16_6,122,138.08695598011997
1131_2016-05-02_17_1,285,255.72264742477086
1131_2016-05-02_17_2,217,202.5196682122742
1131_2016-05-02_17_3,174,167.8950805382389
1131_2016-05-02_17_4,162,139.94615756220674
1131_2016-05-02_17_5,122,137.97097656572424
1131_2016-05-02_17_6,90,76.4584016844656
1131_2016-05-02_18_1,217,221.44816258310237
1131_2016-05-02_18_2,174,180.4889698069578
1131_2016-05-02_18_3,162,148.66019681024216
1131_2016-05-02_18_4,122,144.306287251393
1131_2016-05-02_18_5,90,81.33295785893355
1131_2016-05-02_18_6,61,35.15229844583699
1131_2016-05-02_19_1,174,177.61312848221937
1131_2016-05-02_19_2,162,146.74678381031654
1131_2016-05-02_19_3,122,142.98234707506742
1131_2016-05-02_19_4,90,80.37042233349945
1131_2016-05-02_19_5,61,34.41169806782189
1131_2016-05-02_19_6,59,21.847058420951754
1131_2016-05-02_20_1,162,144.4108115955804
1131_2016-05-02_20_2,122,141.42813072637932
1131_2016-05-02_20_3,90,79.29501965419792
1131_2016-05-02_20_4,61,33.62985512545595
1131_2016-05-02_20_5,59,21.245487711752673
1131_2016-05-02_20_6,46,20.585119064824426
1131_2016-05-02_21_1,122,152.7999531220348
1131_2016-05-02_21_2,90,86.86115086509551
1131_2016-05-02_21_3,61,38.86505792268157
1131_2016-05-02_21_4,59,25.05160279556796
1131_2016-05-02_21_5,46,23.51364502086264
