,history,ys
1125_2016-04-30_23_1,81,82.80142820485932
1125_2016-04-30_23_2,38,63.66693887350615
1125_2016-04-30_23_3,34,40.465216765975654
1125_2016-04-30_23_4,23,30.88093179387159
1125_2016-04-30_23_5,22,27.37600557676138
1125_2016-04-30_23_6,5,16.840425286593735
1125_2016-05-01_0_1,38,62.761286363501036
1125_2016-05-01_0_2,34,39.95483703702452
1125_2016-05-01_0_3,23,30.545014915265533
1125_2016-05-01_0_4,22,27.117135450622563
1125_2016-05-01_0_5,5,16.61562421324249
1125_2016-05-01_0_6,23,21.815629877094302
1125_2016-05-01_1_1,34,27.506313645657265
1125_2016-05-01_1_2,23,23.529659771721576
1125_2016-05-01_1_3,22,22.499835686435127
1125_2016-05-01_1_4,5,13.057360105359855
1125_2016-05-01_1_5,23,18.725657300303972
1125_2016-05-01_1_6,18,17.580506563011383
1125_2016-05-01_2_1,23,26.794304640794046
1125_2016-05-01_2_2,22,24.339623623852226
1125_2016-05-01_2_3,5,14.268254241975093
1125_2016-05-01_2_4,23,19.658817667794615
1125_2016-05-01_2_5,18,18.390856738791186
1125_2016-05-01_2_6,15,30.01860793613843
1125_2016-05-01_3_1,22,22.432069655068013
1125_2016-05-01_3_2,5,13.193253767960762
1125_2016-05-01_3_3,23,18.951284074183782
1125_2016-05-01_3_4,18,17.845604855689814
1125_2016-05-01_3_5,15,29.545114874593573
1125_2016-05-01_3_6,27,42.23079705411503
1125_2016-05-01_4_1,5,12.97603447131943
1125_2016-05-01_4_2,23,18.828870317783846
1125_2016-05-01_4_3,18,17.765035733101797
1125_2016-05-01_4_4,15,29.48302529155803
1125_2016-05-01_4_5,27,42.17687887854758
1125_2016-05-01_4_6,58,61.51936733479829
1125_2016-05-01_5_1,23,14.81898770389315
1125_2016-05-01_5_2,18,15.505269676038864
1125_2016-05-01_5_3,15,27.995713948240272
1125_2016-05-01_5_4,27,41.03070106024306
1125_2016-05-01_5_5,58,60.52403423997811
1125_2016-05-01_5_6,75,70.57187323153317
1125_2016-05-01_6_1,18,19.618203125379665
1125_2016-05-01_6_2,15,30.31355421907083
1125_2016-05-01_6_3,27,42.556235137556186
1125_2016-05-01_6_4,58,61.69966792847234
1125_2016-05-01_6_5,75,71.59278560556145
1125_2016-05-01_6_6,86,89.08052379589886
1125_2016-05-01_7_1,15,29.50001653922049
1125_2016-05-01_7_2,27,42.09776664556115
1125_2016-05-01_7_3,58,61.39791749436577
1125_2016-05-01_7_4,75,71.36024542102604
1125_2016-05-01_7_5,86,88.87858746643292
1125_2016-05-01_7_6,56,79.10536891229694
1125_2016-05-01_8_1,27,34.80800825361561
1125_2016-05-01_8_2,58,57.28978013362526
1125_2016-05-01_8_3,75,68.65639062267658
1125_2016-05-01_8_4,86,86.79489570430921
1125_2016-05-01_8_5,56,77.29590502534631
1125_2016-05-01_8_6,64,74.43339468910983
1125_2016-05-01_9_1,58,53.36437125307549
1125_2016-05-01_9_2,75,66.44422966872962
1125_2016-05-01_9_3,86,85.33891663525182
1125_2016-05-01_9_4,56,76.17387303092434
1125_2016-05-01_9_5,64,73.4590296650621
1125_2016-05-01_9_6,44,74.73958240299937
1125_2016-05-01_10_1,75,68.77475208354431
1125_2016-05-01_10_2,86,86.652280629993
1125_2016-05-01_10_3,56,77.03829046085184
1125_2016-05-01_10_4,64,74.12518210744756
1125_2016-05-01_10_5,44,75.31806469563554
1125_2016-05-01_10_6,55,69.59084893284677
1125_2016-05-01_11_1,86,89.78197038711681
1125_2016-05-01_11_2,56,78.80202455565711
1125_2016-05-01_11_3,64,75.28601984885944
1125_2016-05-01_11_4,44,76.2126497304602
1125_2016-05-01_11_5,55,70.36770054964822
1125_2016-05-01_11_6,60,76.99469854234509
1125_2016-05-01_12_1,56,76.90067152664489
1125_2016-05-01_12_2,64,74.21451390936593
1125_2016-05-01_12_3,44,75.50741613636313
1125_2016-05-01_12_4,55,69.82422113230302
1125_2016-05-01_12_5,60,76.52274467812056
1125_2016-05-01_12_6,55,81.13955940456549
1125_2016-05-01_13_1,64,63.70688136656555
1125_2016-05-01_13_2,44,69.585848438083
1125_2016-05-01_13_3,55,65.92681999188453
1125_2016-05-01_13_4,60,73.51926140862732
1125_2016-05-01_13_5,55,78.53135476988896
1125_2016-05-01_13_6,37,62.13692518721817
1125_2016-05-01_14_1,44,69.73321130571387
1125_2016-05-01_14_2,55,66.00986621503083
1125_2016-05-01_14_3,60,73.57391998238504
1125_2016-05-01_14_4,55,78.57347671369226
1125_2016-05-01_14_5,37,62.17350359941217
1125_2016-05-01_14_6,30,52.23239379200332
1125_2016-05-01_15_1,55,53.07271593246844
1125_2016-05-01_15_2,60,66.28319955521258
1125_2016-05-01_15_3,55,73.77493964460038
1125_2016-05-01_15_4,37,58.47557123735794
1125_2016-05-01_15_5,30,49.02113424433236
1125_2016-05-01_15_6,23,37.52015123902473
1125_2016-05-01_16_1,60,67.25212501588013
1125_2016-05-01_16_2,55,74.32097679298367
1125_2016-05-01_16_3,37,58.83495677734561
