,history,ys
1333_2016-04-30_23_1,493,339.566939486886
1333_2016-04-30_23_2,240,245.64576581745376
1333_2016-04-30_23_3,180,169.1937970550349
1333_2016-04-30_23_4,119,117.70594423142313
1333_2016-04-30_23_5,65,82.74326810906439
1333_2016-04-30_23_6,29,63.86629414721051
1333_2016-05-01_0_1,240,366.7865735967151
1333_2016-05-01_0_2,180,258.8997731318062
1333_2016-05-01_0_3,119,186.09277297138476
1333_2016-05-01_0_4,65,136.6679516002564
1333_2016-05-01_0_5,29,107.97691412713158
1333_2016-05-01_0_6,64,126.86391768695813
1333_2016-05-01_1_1,180,158.7973057124192
1333_2016-05-01_1_2,119,111.9658977080797
1333_2016-05-01_1_3,65,80.1577596892763
1333_2016-05-01_1_4,29,63.41724863345382
1333_2016-05-01_1_5,64,90.41392217896276
1333_2016-05-01_1_6,136,175.66224953192994
1333_2016-05-01_2_1,119,128.70617196517009
1333_2016-05-01_2_2,65,92.55409969686065
1333_2016-05-01_2_3,29,72.86752628692358
1333_2016-05-01_2_4,64,97.86569674954552
1333_2016-05-01_2_5,136,181.75783275983537
1333_2016-05-01_2_6,289,265.7100745871652
1333_2016-05-01_3_1,65,84.89073491502717
1333_2016-05-01_3_2,29,67.19272825322241
1333_2016-05-01_3_3,64,93.53954749798993
1333_2016-05-01_3_4,136,178.34655849220047
1333_2016-05-01_3_5,289,262.9196377570353
1333_2016-05-01_3_6,505,428.344542780953
1333_2016-05-01_4_1,29,51.488292150133645
1333_2016-05-01_4_2,64,81.9102559719675
1333_2016-05-01_4_3,136,169.48103578414168
1333_2016-05-01_4_4,289,255.92895673227383
1333_2016-05-01_4_5,505,422.6261360306477
1333_2016-05-01_4_6,656,544.7511222592415
1333_2016-05-01_5_1,64,64.15495690191887
1333_2016-05-01_5_2,136,156.33305978157148
1333_2016-05-01_5_3,289,245.9056737528279
1333_2016-05-01_5_4,505,414.72253277592586
1333_2016-05-01_5_5,656,538.2859412499168
1333_2016-05-01_5_6,656,619.5701774950164
1333_2016-05-01_6_1,136,156.21071584730691
1333_2016-05-01_6_2,289,245.81507684959217
1333_2016-05-01_6_3,505,414.6534667540518
1333_2016-05-01_6_4,656,538.2314810060633
1333_2016-05-01_6_5,656,619.525628784387
1333_2016-05-01_6_6,716,664.8538073501508
1333_2016-05-01_7_1,289,229.85800452533516
1333_2016-05-01_7_2,505,402.8370955871743
1333_2016-05-01_7_3,656,529.2233392226718
1333_2016-05-01_7_4,656,612.4224891380047
1333_2016-05-01_7_5,716,659.0434089700275
1333_2016-05-01_7_6,747,629.789215768377
1333_2016-05-01_8_1,505,449.53178499451985
1333_2016-05-01_8_2,656,563.8012223297441
1333_2016-05-01_8_3,656,638.7827370685334
1333_2016-05-01_8_4,716,679.8291078040556
1333_2016-05-01_8_5,747,646.7920056398217
1333_2016-05-01_8_6,694,605.4315249053205
1333_2016-05-01_9_1,656,607.5953326040632
1333_2016-05-01_9_2,656,671.2127124054164
1333_2016-05-01_9_3,716,704.551910747603
1333_2016-05-01_9_4,747,666.2865391385927
1333_2016-05-01_9_5,694,621.3781360521544
1333_2016-05-01_9_6,643,583.8886170032144
1333_2016-05-01_10_1,656,709.429902944538
1333_2016-05-01_10_2,716,732.8521214121281
1333_2016-05-01_10_3,747,687.8610400209353
1333_2016-05-01_10_4,694,638.3901565390897
1333_2016-05-01_10_5,643,597.804521969303
1333_2016-05-01_10_6,625,581.9741179256666
1333_2016-05-01_11_1,716,690.6673303337045
1333_2016-05-01_11_2,747,656.6227815954165
1333_2016-05-01_11_3,694,614.5758520466849
1333_2016-05-01_11_4,643,579.026361671816
1333_2016-05-01_11_5,625,566.61350309814
1333_2016-05-01_11_6,610,572.8514309395432
1333_2016-05-01_12_1,747,676.6238169414978
1333_2016-05-01_12_2,694,629.3868181542874
1333_2016-05-01_12_3,643,590.317415478612
1333_2016-05-01_12_4,625,575.5167745910862
1333_2016-05-01_12_5,610,580.1343448108423
1333_2016-05-01_12_6,632,605.3789055845759
1333_2016-05-01_13_1,694,684.9512945169254
1333_2016-05-01_13_2,643,631.4634642682787
1333_2016-05-01_13_3,625,606.884225400572
1333_2016-05-01_13_4,610,604.8683453193149
1333_2016-05-01_13_5,632,625.6114229843417
1333_2016-05-01_13_6,493,572.2307796242817
1333_2016-05-01_14_1,643,638.6077360954225
1333_2016-05-01_14_2,625,612.1746299253587
1333_2016-05-01_14_3,610,608.901454416663
1333_2016-05-01_14_4,632,628.7916279385286
1333_2016-05-01_14_5,493,574.8322007752341
1333_2016-05-01_14_6,402,467.44008384425325
1333_2016-05-01_15_1,625,615.6424770477508
1333_2016-05-01_15_2,610,611.4694297893061
1333_2016-05-01_15_3,632,630.7493090172907
